Generation,Distance,Routes
1,3742.41,50
2,3721.54,48
3,3635.5,47
4,3597.18,45
5,3305.57,44
6,3257.72,43
7,3179.81,42
8,3221.53,41
9,3274.02,38
10,3225.44,37
11,3050.57,37
12,3076.65,35
13,2997.2,34
14,2900.34,33
15,2897.07,32
16,2848.24,32
17,2889.84,30
18,2839.03,29
19,2730.02,29
20,2756.47,27
21,2684.75,26
22,2552.32,27
23,2527.41,27
24,2569.35,24
25,2568.79,23
26,2588.9,21
27,2567.43,21
28,2496.85,21
29,2483.12,20
30,2409.69,20
31,2402.52,20
32,2362.65,20
33,2348.07,19
34,2363.77,19
35,2300.86,19
36,2287.03,19
37,2359.72,18
38,2299.02,18
39,2218.8,18
40,2206.61,18
41,2216.49,19
42,2206.06,18
43,2225.05,18
44,2237.45,18
45,2251.21,18
46,2137.21,19
47,2191.25,17
48,2195.31,17
49,2245.62,16
50,2139.07,17
51,2168.02,17
52,2124.03,16
53,2113.17,16
54,2118.54,16
55,2088.64,16
56,2093.83,16
57,2078.79,16
58,2081.82,16
59,2167.77,15
60,2155.35,15
61,2164.49,15
62,2053.62,16
63,2050.96,16
64,2062.29,15
65,2056.27,16
66,2043.49,16
67,2072.84,15
68,2081.03,15
69,2063.55,15
70,2071.17,15
71,2075.2,15
72,2075.08,15
73,2035.74,16
74,2028.88,16
75,2032.17,15
76,2046.95,15
77,2058.14,15
78,2049.24,15
79,2056.39,15
80,2068.15,15
81,2067.33,15
82,2018.38,16
83,2045.14,15
84,2079.64,15
85,2027.72,15
86,2075.78,15
87,2076.21,15
88,2073.45,15
89,2076.26,15
90,2066.45,15
91,2065.59,15
92,2056.63,15
93,2061.87,15
94,2020.39,15
95,2033.86,15
96,2033.09,15
97,2030.57,15
98,2016.56,16
99,2064.84,15
100,2071.93,15
101,2073.74,15
102,2066.67,15
103,2025.22,15
104,2025.22,15
105,2025.22,15
106,2004.82,15
107,1985.69,16
108,2014.32,15
109,2041.45,15
110,1981.07,16
111,1987.01,15
112,1992.3,15
113,1970.45,15
114,1986.27,15
115,1978.23,15
116,1980.79,15
117,1959.25,15
118,1976.07,15
119,2000.75,15
120,2010.39,15
121,1978.23,15
122,1971.2,15
123,1962.97,15
124,1967.7,15
125,1989.23,15
126,2021.84,15
127,2024.74,15
128,2029.61,15
129,2017.3,15
130,2024.74,15
131,1972.86,15
132,1993.2,15
133,2015.58,15
134,2019.72,15
135,2018.46,15
136,2003.84,15
137,1967.15,15
138,1976.57,15
139,1957.72,15
140,1961.49,15
141,1957.72,15
